usTicker,usCompany,theme,product,twCode,twName,twRole,relationship,benefitReason,confidence,lastEvidenceDate,lastEvidenceTitle,hitCount,updatedAt
,Microsoft,AI伺服器,ASIC 與 通用 AI 伺服器整機代工,6669,緯穎,雲端資料中心伺服器ODM大廠,微軟為緯穎最大核心客戶，緯穎協助微軟代工其資料中心所需之AI及通用伺服器,微軟持續擴大資本支出並建置資料中心，直接挹注緯穎 AI 伺服器出貨量與營收佔比,9,2024-08-30,https://www.youtube.com/watch?v=4jt8-V7__XY,1,2024-08-30 18:00:00
,Micron,HBM,HBM3E,2330,台積電,先進晶圓代工與晶圓級封裝 (CoWoS),美光的HBM3E記憶體必須與台積電的先進外包封裝（CoWoS）和輝達AI晶片進行生態集成,美光在台積極擴張HBM後段產能，代表美光HBM3E在輝達供應鏈滲透率提升，將同步印證並拉高台積電先進封裝產能的剛性需求與出貨量,8,2024-08-30,https://www.youtube.com/watch?v=wNnnv517yjE,1,2024-08-30 19:00:00
,Micron,先進封裝設備,晶圓清洗與濕製程設備,3131,弘塑,濕製程設備供應商,美光在台建置 HBM 供應鏈，採購弘塑的濕製程及清洗設備,美光積極追加 HBM 先進封裝產能，帶動弘塑高毛利的濕製程、自動化設備出貨迎來爆發期,8,2024-08-30,https://www.youtube.com/watch?v=zpSFXmDdu08,1,2024-08-30 18:00:00
,Micron,先進封裝設備,濕製程設備 / 設備代理,3583,辛耘,濕製程設備與代理商,供應美光先進製程與 HBM 封裝線所需之清洗與濕微影設備,美光擴大在台 HBM 先進封裝產線投資，直接推升辛耘自製設備與代理線的出貨量與營運表現,8,2024-08-30,https://www.youtube.com/watch?v=zpSFXmDdu08,1,2024-08-30 18:00:00
,Micron,先進封裝設備,自動化點膠機 / 點檢機 / 散熱片貼合機,6187,萬潤,自動化與封裝檢測設備商,美光 HBM 封裝製程中，採用萬潤的點膠及貼合自動化設備,受惠於美光在台大幅建置 HBM3e 製程，對高精密點膠及檢測設備需求大增，對後段製程設備出貨增添強勁動能,8,2024-08-30,https://www.youtube.com/watch?v=zpSFXmDdu08,1,2024-08-30 18:00:00
,Micron,HBM,半導體廠房,2409,友達,廠房出售方,美光收購友達台南兩個廠房，用於擴充 HBM 先進封裝產能,處分資產帶來高達 41.74 億元新台幣的處分利益，大幅貢獻 EPS 並活化資產,10,2024-08-28,https://www.youtube.com/watch?v=vhs17byFu84,1,2024-08-29 18:30:15
,Micron,HBM / 先進封裝,先進封裝廠房與測試產能擴充,6770,力積電,廠房出售方與晶圓代工廠,美光收購力積電位於苗栗銅鑼科學園區的廠房及相關設施,力積電藉由處分銅鑼廠房可獲得百億元台幣之資金挹注、顯著改善財務結構與每股淨值；同時，美光藉此取得現成潔淨室與廠房，能以最快速度擴充 HBM 後段先進封裝與測試產能，切入 NVIDIA AI 供應鏈,10,2024-08-28,https://www.youtube.com/watch?v=2CB7spubf24,1,2026-06-12 18:52:41
,Micron,HBM,先進封裝廠房,2409,友達,廠房出售方,美光收購友達台南南科廠房以擴充在台之HBM後段測試與先進封裝產能,友達處分非核心資產，可獲得數十億元之業外處分利益，並能將資金轉向高值化 Micro LED 與車用顯示布局；同時加速美光在台 HBM 生態圈擴充,10,2024-08-28,https://www.youtube.com/watch?v=XSKzlKqlzzo,1,2024-08-28 20:00:00
,Nvidia,AI晶片,CoWoS 先進封裝 / AI GPU 代工,2330,台積電,晶圓代工與先進封裝獨家供應商,輝達將其最先進的 Blackwell 架構系列等 AI 晶片全面交由台積電代工，並高度依賴台積電的 CoWoS 先進封裝產能,隨著輝達 AI 晶片出貨量爆發，台積電先進製程與 CoWoS 產能持續供不應求，帶動整體半導體板塊與供應鏈營收大幅增長,10,2024-08-28,https://www.youtube.com/watch?v=XSKzlKqlzzo,1,2024-08-28 20:00:00
,Micron,HBM,台南廠房,2409,友達,面板大廠,美光已正式收購友達光電位於台南的廠房，作為在台灣擴建 HBM 先進封裝與測試基地的一環。,友達透過出售閒置廠房獲得約 74 億台幣的處分利益，有助於活化資產，並在非面板業務的轉期階段貢獻大筆業外獲利。,10,2024-08-28,https://www.youtube.com/watch?v=WepI1u8LHWA,1,2024-08-28 20:00:00
,TSMC,先進封裝,南科四廠,3481,群創,面板大廠,台積電向群創收購其南科四廠，用於擴充產能極度吃緊的 CoWoS 先進封裝生產線。,群創出售廠房獲得高達 171.4 億台幣的資產處分利益，大幅挹注其業外獲利，並推動面板產線的轉型升級。,10,2024-08-28,https://www.youtube.com/watch?v=WepI1u8LHWA,1,2024-08-28 20:00:00
,Micron,HBM,先進封裝與記憶體製造,6770,力積電,晶圓代工廠與廠房出租/出售方,美光規劃收購或租用力積電銅鑼廠以擴充 HBM 後段先進封裝產能,力積電可藉此活化資產、減輕銅鑼廠折舊壓力，並有望與美光在 HBM 後段封裝與 3D 堆疊技術上展開合作，打入美系 AI 供應鏈,9,2024-08-28,https://www.youtube.com/watch?v=g_17YMQRXvI,1,2026-06-12 18:52:41
,Micron,AI晶片 / CoWoS生態系,HBM 記憶體與先進封裝整合,2330,台積電,晶圓代工與運算晶片主要製造商,美光擴大 HBM 生產與封裝產能並緊鄰台積電先進封裝基地，深化兩者在 Foundry 2.0 框架下的合作,美光就近在台灣苗栗擴張 HBM 後段產能，能更緊密與台積電的 CoWoS 先進封裝生態系協同作業，共同為 NVIDIA 等大客戶提供一站式 AI 晶片整合製造，同步拉動台積電先進封裝之完整度,9,2024-08-28,https://www.youtube.com/watch?v=2CB7spubf24,1,2026-06-12 18:52:41
,Broadcom,光通訊/CPO,矽光子磊晶片,3081,聯亞,磷化銦 (InP) 磊晶供應商,博通的高速網路晶片與 CPO (共同封裝光學) 解決方案中，主要採用聯亞的高階磷化銦與矽光子磊晶技術,隨著 AI 資料中心升級至 800G 及次世代 1.6T 高速傳輸，CPO 矽光子結構需求大增，帶動聯亞之高毛利磊晶片出貨量與營收顯著上颺,9,2024-08-28,https://www.youtube.com/watch?v=XSKzlKqlzzo,1,2024-08-28 20:00:00
,Micron,HBM,銅鑼廠無塵室與廠房,6770,力積電,晶圓代工廠,美光正與力積電洽談收購其銅鑼廠，以快速取得現成廠房與無塵室，藉此擴大其在台灣的 HBM (高頻寬記憶體) 後段先進封裝產能。,若交易成行，力積電可望獲得大筆資金挹注並活化資產，大幅減輕後續的折舊壓力與資金負擔，加速往中高階特殊晶圓代工轉型。,9,2024-08-28,https://www.youtube.com/watch?v=WepI1u8LHWA,1,2024-08-28 20:00:00
,NVIDIA,AI晶片,Blackwell / Hopper 系列 AI 晶片,2330,台積電,晶圓代工與先進封裝特約廠商,輝達 Blackwell 等新一代 AI 晶片對 TSMC CoWoS 先進封裝產能需求極度迫切，促使台積電必須大舉收購面板廠（如群創）來加速產能擴充以供貨給輝達。,輝達訂單的高速成長與對先進封裝產能的緊迫需求，使台積電 CoWoS 產能持續呈現供不應求狀態，推升代工定價權並保障中長期營收成長。,9,2024-08-28,https://www.youtube.com/watch?v=WepI1u8LHWA,1,2024-08-28 20:00:00
,Micron,資料中心,無塵室與機電工程,6139,亞翔,建廠工程統包商,亞翔為美光在台灣及新加坡廠區無塵室工程的主要合作夥伴,美光買廠擴建 HBM 產線，預期將由亞翔優先承接後續無塵室改造與擴建工程,9,2024-08-28,https://www.youtube.com/watch?v=vhs17byFu84,1,2024-08-29 18:30:15
,Micron,HBM,先進封裝熱烘烤設備,2467,志聖,製程設備供應商,志聖為美光 HBM 供應鏈成員，提供先進封裝製程所需的熱烘設備,美光大舉擴充台灣 HBM 先進封裝產能，帶動志聖相關熱烘與壓膜設備拉貨需求,9,2024-08-28,https://www.youtube.com/watch?v=vhs17byFu84,1,2024-08-29 18:30:15
,Micron,HBM,檢測與自動化設備,5443,均豪,AOI/自動化設備商,均豪打入美光供應鏈，供應 HBM 晶圓檢測及自動化傳送系統,受惠美光新廠擴產對晶圓自動化搬運與 AOI 檢測設備的急單需求,9,2024-08-28,https://www.youtube.com/watch?v=vhs17byFu84,1,2024-08-29 18:30:15
,Micron,HBM先進封裝,HBM3e / HBM4 記憶體整合,2330,台積電,先進晶圓代工與CoWoS先進封裝龍頭,美光新購入的銅鑼廠緊鄰台積電銅鑼AP6廠，雙方在HBM記憶體與CoWoS封裝領域深化合作生態系,美光就近於台積電銅鑼廠旁設立封裝線，能大幅縮短HBM運送至台積電進行CoWoS中段融合與後段封裝的物流時間，強化台積電主導的晶圓級封裝大聯盟競爭力,9,2024-08-28,https://www.youtube.com/watch?v=5_9KlpN9C_Y,1,2024-08-28 22:15:30
,Micron,HBM,先進封裝與測試專用廠房,2409,友達,廠房資產出售方,美光正式收購友達台南特專區晶圓廠房,友達處分非核心資產，預計挹注約74億台幣處分利益；美光收購此廠房用以快速擴充在台 HBM3e 後段先進封裝與測試產能，加速切入美系 AI 客戶供應鏈,9,2024-08-28,https://www.youtube.com/watch?v=ckm5aF-FZaM,1,2024-08-28 15:30:00
,Micron,HBM,測試與封裝材料分析/檢測,3289,宜特,晶片驗證與材料分析(MA)服務商,美光在台深耕 HBM 等先進封裝研發與量產，帶動在地化半導体验證分析需求,隨著美光擴大銅鑼廠先進封裝產能，對於 HBM 高頻寬記憶體與先進封裝的材料分析（MA）與可靠度驗證（RA）需求大幅增加，宜特作為美光長期合作的檢測分析台廠將直接受惠,8,2024-08-28,https://www.youtube.com/watch?v=2CB7spubf24,1,2026-06-12 18:52:41
,Micron,HBM / 先進封裝,銅鑼廠房潔淨室,6770,力積電,廠房與潔淨室出租/出售方,美光與力積電商討收購或租用力積電銅鑼廠的部分潔淨室與廠區空間，以滿足 HBM 急迫的產能擴張需求,力積電得藉此活化資產、導入資金並降低折舊壓力，且未來有機會深化與美光在先進封裝或晶片堆疊的代工合作關係,8,2024-08-28,https://www.youtube.com/watch?v=XSKzlKqlzzo,1,2024-08-28 20:00:00
,Micron,HBM,點膠與貼合設備,6187,萬潤,先進封裝設備商,萬潤為美光 HBM 封裝製程製程點膠機之供應商,HBM3E 與 HBM4 的堆疊層數與精度要求提高，帶動萬潤高階點膠檢測設備訂單增長,8,2024-08-28,https://www.youtube.com/watch?v=vhs17byFu84,1,2024-08-29 18:30:15
,Micron,HBM,半導體測試探針卡,6223,旺矽,測試探針卡供應商,旺矽提供美光 HBM 晶圓測試所需的懸臂式與垂直式探針卡,美光 HBM 出貨爆發，帶動晶圓測試端探針卡消耗量大幅增溫,8,2024-08-28,https://www.youtube.com/watch?v=vhs17byFu84,1,2024-08-29 18:30:15
,Micron,HBM,濕製程清洗設備,3583,辛耘,濕製程設備製造商,辛耘為美光 HBM 後段先進封裝濕製程設備的本土主要供應商,美光積極建置台南與台中 HBM 生產基地，持續導入本土濕製程晶圓清洗機台,8,2024-08-28,https://www.youtube.com/watch?v=vhs17byFu84,1,2024-08-29 18:30:15
,Micron,面板廠資產活化,半導體廠房購置,3481,群創,面板製造商,美光原擬購買群創台南廠，外傳遭台積電中途提高價格攔阻買下，進而促使美光轉向接洽力積電購買銅鑼廠,群創雖未與美光成交，但該案最終由台積電買下，且此競爭態勢確立了面板廠舊世代線廠房轉型為半導體先進封裝廠的戰略價值，群創亦獲得大筆處分利益,8,2024-08-28,https://www.youtube.com/watch?v=5_9KlpN9C_Y,1,2024-08-28 22:15:30
,NVIDIA,AI晶片,Blackwell / Hopper 系列 AI GPU,2330,台積電,晶圓代工與CoWoS封裝廠,輝達AI運算晶片由台積電代工，並需整合美光等大廠提供的HBM3e/HBM4記憶體,輝達對 Blackwell 等高階 AI 晶片的出貨需求極為強勁，直接催化了代工方台積電與記憶體供應商美光加速擴充台灣封封裝產能，使台積電代工與封裝訂單能見度更加穩固,8,2024-08-28,https://www.youtube.com/watch?v=5_9KlpN9C_Y,1,2024-08-28 22:15:30
,Micron,HBM,晶圓代工與 3D 堆疊中介層,6770,力積電,3D 堆疊與中介層代工夥伴,市場盛傳美光洽談收購其銅鑼部分廠房或深入展開 HBM 專用中介層代工合作,若深入合作或活化資產，可帶領力積電轉型並切入 AI 先進封裝與 HBM 供應鏈，發揮其晶圓堆疊（WoW）技術優勢,7,2024-08-28,https://www.youtube.com/watch?v=ckm5aF-FZaM,1,2024-08-28 15:30:00
,Micron,HBM,先進封裝與HBM記憶體,6770,力積電,記憶體與晶圓代工廠,美光向力積電收購其銅鑼廠房及相關設備,力積電出售銅鑼廠房可獲得急需的資金注入，改善財務結構與調度彈性，並專注於其特殊製程晶圓代工業務,10,2024-08-27,https://www.youtube.com/watch?v=leBbRAgBy0Q,1,2024-08-27 18:00:00
,Micron,HBM,HBM3e 先進封裝整合,2330,台積電,晶圓代工與 CoWoS 先進封裝,美光 HBM 記憶體與台積電的晶圓代工及 CoWoS 封裝技術深度整合，共同供應輝達 AI 晶片,美光在台擴建 HBM 後段先進封裝與測試產能，可加速與台積電先進封裝生態系的在地化整合與出貨時程,9,2024-08-27,https://www.youtube.com/watch?v=leBbRAgBy0Q,1,2024-08-27 18:00:00
,NVIDIA,AI晶片,Hopper 與 Blackwell 系列 AI GPU,2330,台積電,晶圓代工與 CoWoS 先進封裝主導廠,輝達將美光的 HBM3e 整合至其高效能 AI 晶片中，並統一交付台積電進行最終的 CoWoS 封裝與測試,美光在台灣就近擴充 HBM 先進封裝產能，能大幅降低物流與時效風險，直接舒緩台積電在封裝端對 HBM 供給吃緊的壓力，使整體輝達 AI 伺服器晶片生態系加速出貨,9,2024-08-27,https://www.youtube.com/watch?v=epOPJXPkZwE,1,2024-11-20 14:30:00
,Micron,HBM,HBM3e 高頻寬記憶體與先進封裝,6770,力積電,晶圓代工法人生產基地让渡方,市場傳出美光計畫向力積電收購其銅鑼新廠房，用以在台擴建 HBM 先進封裝與測試產能,力積電可藉此處分閒置或未完工廠房資產，取得大筆業外資金挹注並活化資產、改善整體財務結構與毛利率,8,2024-08-27,https://www.youtube.com/watch?v=epOPJXPkZwE,1,2024-11-20 14:30:00
,Micron,記憶體,記憶體晶圓及邏輯介面測試,2449,京元電,半導體測試代工廠,承接美光 DRAM、NAND 以及 HBM 周邊控制邏輯晶片（Logic Die）的預燒（Burn-in）與測試服務,美光在台積極落實供應鏈本土化並擴充 HBM 先進封測產能，測試委外比重持續拉高，京元電的高階測試產能利用率成直接受惠者,8,2024-08-27,https://www.youtube.com/watch?v=epOPJXPkZwE,1,2024-11-20 14:30:00
,Micron,先進封裝,先進封裝濕製程與特定設備,6187,萬潤,點膠機與貼合設備供應商,供應美光在台建置 HBM 產線與先進封裝廠所需的晶圓級點膠、量測與貼合關鍵設備,美光若順利收購廠房並就地改建為先進封裝基地，將帶動台廠先進封裝設備供應鏈啟動新一輪拉貨潮,7,2024-08-27,https://www.youtube.com/watch?v=epOPJXPkZwE,1,2024-11-20 14:30:00
,Micron,先進封裝,HBM 先進封裝與記憶體晶圓代工合作,6770,力積電,晶圓代工與廠房出租方,美光規劃租用或收購力積電剛落成的銅鑼廠，用以擴充HBM產能與先進封裝產線,力積電可藉此收取穩定的廠房租金收益或處分利益，並有機會與美光開展在半導體後段或先進封裝上的代工合作,9,2024-08-24,https://www.youtube.com/watch?v=wW0BgipLbkU,1,2024-08-24 12:00:00
,Nvidia,AI晶片,Blackwell 繪圖處理器與 CoWoS 封裝,2330,台積電,晶圓代工與先進封裝主導者,輝達為台積電先進封裝與晶圓代工的最大AI客戶，兩者在 Blackwell 及 Hopper 架構晶片上緊密合作,輝達AI晶片需求極度暢旺促使台積電CoWoS產能持續供不應求，帶動台積電營收與資本支出持續創高,9,2024-08-24,https://www.youtube.com/watch?v=wW0BgipLbkU,1,2024-08-24 12:00:00
,Micron,記憶體測試,HBM 測試代工與先進封裝測試,2449,京元電,晶圓測試與 HBM 測試代工廠,京元電為美光 HBM 晶片及輝達 AI 晶片的主要後段測試夥伴,隨著美光在台積極擴充 HBM 後段先進封裝產力，其釋放給本土大廠京元電的測試需求將顯著同步增長,8,2024-08-24,https://www.youtube.com/watch?v=wW0BgipLbkU,1,2024-08-24 12:00:00
,Micron,HBM,3D 堆疊晶圓與客製化記憶體 IP,6531,愛普*,記憶體 IP 指導與設計服務商,愛普與力積電在 WoWs (晶圓堆疊) 擁有長期技術合作關係。美光若進駐力積電銅鑼廠，有望帶動當前的 3D 堆疊與高頻寬記憶體技術需求,受惠於AI晶片對於高頻寬、低功耗之 3D 堆疊晶圓技術需求增加，帶動其客製化記憶體IP授權機會,7,2024-08-24,https://www.youtube.com/watch?v=wW0BgipLbkU,1,2024-08-24 12:00:00
,Micron,HBM,高頻寬記憶體(HBM)先進封裝與測試,6770,力積電,晶圓代工與廠房處分方,美光收購力積電銅鑼廠房用以擴充在台 HBM 先進封裝產能,處分銅鑼廠房可為力積電帶來約 74 億元台幣的資產處分利益，有助於充實營運資金並專注於 3D 堆疊晶片代工等高加值的核心業務,9,2024-08-23,https://www.youtube.com/watch?v=65MMo6_gA5Y,1,2024-08-25 14:30:00
,NVIDIA,AI晶片,Blackwell 晶片代工與 CoWoS 封裝,2330,台積電,獨家先進製程代工與封裝廠,輝達高階 AI 晶片全面委託台積電代工與封裝,NVIDIA Blackwell 伺服器晶片需求極度暢旺，推動台積電 3 奈米/4 奈米製程及 CoWoS 先進封裝產能持續處於滿載狀態，產品定價權與獲利能力進一步提升,9,2024-08-23,https://www.youtube.com/watch?v=65MMo6_gA5Y,1,2024-08-25 14:30:00
